classroom_id,student_id,cond,student_understood,grade
1948,1,1,1.0636415511836146,-0.6425116797640469
1948,2,1,0.5730526953385847,-0.9028596161271963
1948,3,1,1.5895008310930736,1.121878764235801
1948,4,1,0.18565802513683466,0.32510922580060697
1948,5,1,1.1667068598638874,1.1173438550852022
2288,1,-1,-0.36652217955126576,-1.3262211942897277
2288,2,-1,0.5976281712854293,1.4288772061413946
2288,3,-1,1.163451003493221,0.4135757463969162
2288,4,-1,-0.8084697430929292,0.17128804396881012
2288,5,-1,0.3467382133408797,0.5349896440926607
2347,1,1,0.10586838711743951,1.5545744523353235
2347,2,1,-0.36347278976797637,0.02260297667537914
2347,3,1,0.6026824887942098,2.013051796689359
2347,4,1,1.8656317768404305,-0.03912314299855579
2347,5,1,1.2045877389017372,-0.7413364770944464
8571,1,1,-0.2631962412870072,1.2533232378206578
8571,2,1,0.39845034345917596,0.6466598159571544
8571,3,1,-0.5536027412786146,0.12797360492052157
8571,4,1,0.8182540456831043,-0.3819176072930828
8571,5,1,0.49145054536850064,0.2815376511943773
11136,1,-1,0.6446185240259055,0.8555242492707307
11136,2,-1,-0.5462024315888625,-0.9791901932309793
11136,3,-1,1.1246604086047838,-1.4303222517521887
11136,4,-1,0.28217764779677396,0.8692111119277057
11136,5,-1,0.4441574185654867,-1.1925372423124023
14756,1,-1,0.35608521369342305,-1.2259421482916433
14756,2,-1,1.6240461048443067,1.45263599838345
14756,3,-1,1.5507906892799777,-0.9188992488694077
14756,4,-1,0.2065251619660587,1.5743684835027567
14756,5,-1,-1.0232895039057839,-0.1702268955908316
17175,1,-1,1.0636602175069474,-0.1199675557339566
17175,2,-1,0.7925802204893136,-0.4333002474074941
17175,3,-1,0.7918798867417329,0.36340340899318496
17175,4,-1,-0.4382286192604346,1.0985239358001007
17175,5,-1,1.4393058482237642,0.0954634582653408
19784,1,-1,1.3091955550177417,0.6209091522094459
19784,2,-1,0.6714081582950385,-1.3144495899596436
19784,3,-1,-0.06461083646028118,0.11005793736919389
19784,4,-1,0.9343510835031716,0.10003668783919181
19784,5,-1,0.16257257654370877,-1.1265767855112054
19805,1,-1,-1.3302929484903383,0.8330191569372112
19805,2,-1,0.231395861289879,-2.487214181522746
19805,3,-1,-0.5554756860372541,-1.4150396129292093
19805,4,-1,1.4075676176637593,-1.3206019652108827
19805,5,-1,-1.2248068263776037,-0.498727524021094
20663,1,-1,-1.3940601970907647,0.08560203053774622
20663,2,-1,-1.6786778446471393,0.8566138821406419
20663,3,-1,0.3203399048176469,1.6732254398455386
20663,4,-1,-2.103019002955147,-0.9603497389895126
20663,5,-1,-1.1748943658971178,0.9045511519391521
22707,1,1,-2.9795758385551645,-2.0489777942477927
22707,2,1,-0.6496710546734451,1.2260413438731916
22707,3,1,0.7847377652054128,-1.4476851462232674
22707,4,1,0.8979814117916178,1.1591071640899182
22707,5,1,-0.29405843823161987,0.28709437757498313
25785,1,1,1.2712244327031919,0.16356934882496424
25785,2,1,0.8916201448452984,0.5105714766483425
25785,3,1,1.4282360129587137,0.15189782574372387
25785,4,1,-0.22790928087812035,0.23836081424000266
25785,5,1,2.343432112691632,-0.12419955231022628
25904,1,-1,-0.7417094137780316,2.543625802284212
25904,2,-1,-0.8746942718740914,1.1208824888148397
25904,3,-1,-0.826164286511922,-0.12708495122689767
25904,4,-1,0.43787434192548014,1.0457223462882013
25904,5,-1,0.06762678478064654,1.8779175139640154
25922,1,1,-0.06419327654519269,-0.14395903991394526
25922,2,1,0.042008731656876186,0.3151459492839905
25922,3,1,-0.5387926718991403,-0.23724075319821264
25922,4,1,2.353470325008816,3.004631988900884
25922,5,1,-1.3682385090875848,-0.9972172091071846
26716,1,1,-1.0124222840246666,0.9553620413912995
26716,2,1,0.5147886379772073,1.369626457644631
26716,3,1,-1.0626940889539072,1.9202207526399144
26716,4,1,0.9778914977150244,1.0111323539166368
26716,5,1,1.1984259323200233,0.7003008793655625
30590,1,1,1.3317837382024775,-0.037147237885684636
30590,2,1,2.574571508077156,-0.5533629001301847
30590,3,1,0.8772864665371927,-0.6989090416836707
30590,4,1,0.3753626621011399,-1.5819113202912565
30590,5,1,1.4110642343875974,-2.3950791543893413
35497,1,1,-1.191350028354438,-1.2997935303770856
35497,2,1,0.8258744171648991,-1.7189124257387491
35497,3,1,1.759226131172149,0.8652467493656363
35497,4,1,-0.6895896564125424,0.3786645126435905
35497,5,1,0.2264816930330505,-0.7271520858336316
39057,1,1,0.7985338658763962,0.9948693705162723
39057,2,1,-1.443456161561717,-0.701672930535253
39057,3,1,0.3516262499686387,-1.2582631946023737
39057,4,1,-1.0213633946996763,-0.574858585095569
39057,5,1,-1.0914779163176311,-1.8439335181109373
45589,1,-1,0.5056857306742484,0.8906312580263661
45589,2,-1,1.442264047727005,0.4532482199119878
45589,3,-1,-0.023367035853099877,-0.12975686565550457
45589,4,-1,-0.12430142999809589,-1.1167117313244523
45589,5,-1,-0.46594402645266464,-3.1508067982633676
48914,1,1,0.7850612328625832,0.2132189079020851
48914,2,1,0.5228211959619344,0.22013319037093765
48914,3,1,1.130045103869932,1.052694285297697
48914,4,1,-1.2286706546704675,-1.7524118167616831
48914,5,1,1.6587105115946414,1.4485700797796688
49993,1,1,0.821430059715983,-0.26944668646969583
49993,2,1,0.917641391654068,-0.5447329633581437
49993,3,1,1.1273835724923422,-0.24361630914241386
49993,4,1,0.6088589688682303,-0.6877655936327446
49993,5,1,-0.15920572279171724,-2.14068649909612
51266,1,-1,-0.8257442884368659,-0.027503718265791233
51266,2,-1,-1.5832533704715976,-1.6748480073980976
51266,3,-1,0.9334379657929046,1.2430121181277252
51266,4,-1,-1.1616055601769906,-1.5711978511303704
51266,5,-1,-0.7728455728601876,1.1562847293996037
52276,1,-1,1.0232580830071707,0.9342423241145702
52276,2,-1,-0.7215923941308893,1.465607788537824
52276,3,-1,-1.7486281974034041,0.18185702814053312
52276,4,-1,0.4812377822189374,0.9130928315011229
52276,5,-1,1.70986284522229,2.7517997072017457
53173,1,1,-0.027331301131875263,-1.647018168276472
53173,2,1,0.44021728432785934,-1.155259857298316
53173,3,1,-0.29841445177065523,-1.8018153327138802
53173,4,1,-1.168513779181402,-1.6660630598720851
53173,5,1,-0.3503623603554172,-1.9243166903767888
54863,1,-1,-1.0304897710044374,0.8139581029468295
54863,2,-1,-0.007861397238591195,0.7926240438701843
54863,3,-1,0.2782335133768503,-0.5550006289599334
54863,4,-1,0.6364306894719861,2.576398919322923
54863,5,-1,-3.068977529103773,-2.614775851875356
58210,1,1,3.4246705731335916,2.033281925160972
58210,2,1,-0.2566330471492424,-0.20018611168787476
58210,3,1,1.5591140496497837,0.4257694725806616
58210,4,1,-0.761678202140073,-1.9377687508745147
58210,5,1,1.3652320922012497,-0.775122696212014
59654,1,-1,-1.1672041525705361,-0.16209547346728093
59654,2,-1,-2.182005190405713,0.2654545802693585
59654,3,-1,-1.137857295020407,0.4228193162588733
59654,4,-1,-0.6881418834739892,1.379435766739538
59654,5,-1,-1.1070997010979586,0.5940554426496987
60906,1,1,-0.09499002531411249,1.5948901087418383
60906,2,1,-1.5002739489531713,-0.5187972050581815
60906,3,1,0.17788808804824388,-0.14474162250603362
60906,4,1,0.3911833244676295,-1.8291662808211673
